saleid|itemid|customerid|storeid|time|qty|pricerange
40|83|2|100|2|2|4
92|124|2|36|22|16|4
612|115|2|64|69|46|3
866|117|39|2|67|8|5
859|96|170|62|67|17|5
117|134|50|23|67|41|5
531|110|2|53|9|23|4
663|100|59|12|61|16|5
125|114|59|59|67|12|5
831|122|140|23|67|50|3
625|116|25|58|68|29|4
44|109|72|44|67|26|5
833|91|2|93|67|32|5
865|72|8|45|30|37|5
190|98|161|42|67|47|5
236|136|51|54|67|19|5
271|8|47|14|46|30|2
910|115|2|1|49|29|5
283|108|102|76|67|2|5
392|106|144|61|13|26|5
165|124|138|64|39|22|5
901|117|1|30|85|19|3
995|93|125|35|51|5|5
963|70|2|96|67|7|5
549|139|2|34|67|11|3
416|105|24|43|67|28|5
183|95|162|82|67|36|5
775|113|2|95|67|49|5
733|98|56|9|67|45|3
232|119|2|94|60|21|2
327|117|122|4|67|7|5
987|86|154|19|61|6|5
175|76|51|37|31|7|5
878|108|2|9|67|37|5
234|85|59|77|40|46|2
368|61|2|25|67|21|3
839|105|2|24|65|20|4
407|114|59|100|67|5|5
874|112|2|16|67|14|5
539|122|51|32|67|26|3
68|116|185|73|67|46|5
861|84|59|93|90|13|5
317|110|2|13|67|44|2
96|104|107|69|67|14|5
409|110|2|38|97|29|5
12|115|2|44|11|14|4
95|117|2|67|79|17|4
846|121|2|14|67|11|5
511|130|2|90|67|26|5
196|89|2|2|67|3|5
406|96|2|3|49|13|5
791|92|59|58|78|43|5
281|75|2|58|96|32|5
418|156|2|71|8|44|1 
170|88|121|57|67|1|5
548|113|153|88|3|34|5
550|76|36|50|38|48|4
992|83|2|60|67|45|4
480|107|2|85|67|45|4
315|92|21|23|61|31|4
596|113|2|61|66|10|1 
913|103|2|87|67|27|2
543|93|59|42|67|12|2
495|101|59|65|67|31|5
610|121|2|32|67|8|5
696|134|2|65|48|5|1 
826|121|2|55|67|15|5
818|103|140|14|70|24|1 
109|118|47|62|2|32|5
30|110|174|14|67|25|5
674|117|2|55|54|28|5
11|85|59|74|67|31|1 
773|116|2|90|67|45|5
842|118|2|69|67|2|5
62|131|25|68|63|40|5
607|150|48|91|46|8|1 
412|38|2|32|69|44|2
514|95|2|47|67|8|5
918|135|2|20|67|43|5
707|56|102|51|67|23|5
186|91|59|50|67|18|5
48|91|2|44|67|48|5
814|101|2|45|49|41|5
726|96|2|34|67|42|5
297|112|42|26|67|25|3
313|117|2|100|67|14|1 
579|104|185|8|22|37|5
824|115|182|24|84|41|2
664|83|2|19|63|7|5
176|171|25|32|67|8|4
419|65|2|32|67|16|5
54|119|2|74|67|47|1 
941|98|9|2|67|46|3
88|96|59|41|67|25|4
77|123|2|87|17|8|2
94|83|165|73|67|17|5
505|131|130|24|67|1|5
959|81|2|49|3|36|5
347|125|159|79|67|2|5
533|108|59|78|67|44|5
167|86|47|7|66|37|5
567|95|2|75|67|21|2
351|103|2|41|52|7|1 
646|117|2|10|67|1|5
260|88|25|68|49|48|4
10|98|102|93|46|15|5
338|97|199|96|80|46|5
677|128|2|59|67|48|1 
219|85|2|15|63|16|5
780|177|178|98|67|27|5
968|103|59|40|61|21|5
401|96|191|28|77|35|3
423|107|5|72|67|13|5
141|93|2|1|76|18|5
15|89|23|39|67|31|5
394|128|70|38|67|46|4
60|69|24|23|31|18|5
437|119|2|9|43|31|2
838|99|2|53|61|35|3
224|134|182|31|9|8|5
455|80|2|24|61|9|4
84|77|54|73|90|41|4
974|131|166|71|46|37|1 
46|107|2|33|6|3|2
391|98|2|84|69|23|4
53|116|2|28|94|42|5
513|133|167|21|61|40|5
914|84|2|71|46|47|2
465|83|2|88|46|23|5
757|88|51|3|67|1|1 
279|99|2|63|67|24|5
897|113|59|74|60|46|5
869|131|2|32|68|43|5
87|110|59|18|85|6|5
52|113|47|65|61|31|5
527|79|2|59|49|24|5
257|97|2|91|48|42|5
498|115|51|14|49|32|4
86|71|154|1|67|22|3
703|82|2|64|67|33|2
855|132|140|24|67|3|2
499|95|2|82|67|7|4
718|120|2|98|55|40|5
250|135|2|73|87|31|5
635|103|25|40|61|12|5
293|134|105|69|67|29|5
278|101|2|30|67|9|5
126|118|2|6|61|34|5
725|90|186|52|67|34|4
130|70|2|72|69|48|1 
638|108|156|45|46|27|1 
578|97|117|89|67|37|3
989|99|2|81|61|50|5
925|107|2|94|63|43|5
201|94|2|68|67|48|5
665|135|102|25|46|26|2
786|119|2|94|67|28|1 
980|93|8|32|29|21|3
207|114|2|78|41|42|2
828|108|2|92|73|13|3
265|101|1|4|67|35|3
617|103|51|56|67|8|5
754|106|166|100|67|16|3
875|83|59|56|59|20|5
179|122|146|65|67|5|4
341|129|59|49|67|23|3
883|83|74|24|67|14|3
830|116|63|49|67|45|5
66|113|47|16|17|47|5
296|115|74|75|49|10|5
884|103|81|22|53|6|5
529|103|133|28|69|4|1 
586|133|57|82|80|35|5
720|48|47|61|67|26|5
562|89|21|15|78|3|5
449|100|59|66|54|48|2
479|112|2|67|67|50|1 
468|110|102|75|69|13|4
990|116|57|48|46|42|5
798|143|155|81|46|31|5
39|98|22|84|100|45|2
867|94|150|26|67|9|3
389|127|2|92|67|18|3
546|193|130|16|84|14|2
191|96|59|63|49|8|5
601|106|47|21|67|48|1 
958|67|2|16|22|6|1 
41|111|2|6|67|48|5
741|120|51|60|67|24|5
977|111|2|31|48|12|5
434|73|59|10|67|8|1 
115|88|59|33|67|21|2
343|102|59|95|67|27|5
537|114|2|51|67|8|5
608|74|174|41|55|43|1 
73|129|2|99|80|20|5
581|133|200|18|49|16|1 
676|110|167|13|67|41|5
927|118|2|88|67|20|5
680|85|2|81|54|48|5
649|74|2|12|67|17|5
877|81|161|52|26|16|3
333|95|189|43|67|24|5
379|84|8|7|67|28|5
666|107|59|14|93|47|5
728|160|185|69|3|46|3
444|136|2|42|3|44|2
948|81|25|78|67|30|4
922|124|74|79|96|48|5
111|118|56|89|79|4|5
326|91|2|95|67|5|5
587|116|105|55|22|24|4
208|90|2|41|22|43|5
136|80|2|61|67|42|5
221|79|2|92|100|25|5
85|112|166|53|67|41|1 
102|80|85|78|67|21|5
962|101|2|54|67|14|1 
902|116|2|65|67|6|5
277|88|2|67|63|17|5
857|86|2|46|67|1|5
573|101|169|86|69|26|4
836|102|2|93|49|31|2
143|110|2|1|67|33|2
1|117|71|24|67|6|5
475|64|2|60|49|25|5
598|81|59|44|67|11|5
476|86|2|11|67|14|5
953|92|186|64|49|40|5
528|69|2|26|55|24|5
334|102|76|78|49|43|5
621|102|2|70|61|44|2
132|97|2|97|48|5|5
361|88|141|92|67|13|4
291|105|102|97|71|32|1 
168|125|183|69|49|38|5
274|105|43|54|67|2|2
405|122|76|26|80|37|5
459|129|117|42|87|28|5
359|116|2|47|30|38|5
348|95|2|77|67|2|5
123|95|19|87|67|49|5
381|66|185|9|67|11|5
789|86|2|92|67|25|5
727|114|2|49|27|18|5
372|104|21|63|67|40|5
335|108|47|79|67|26|5
400|88|2|9|46|33|5
318|87|161|27|67|17|5
287|66|146|8|51|22|2
447|106|2|48|67|45|5
235|100|161|82|67|22|5
812|111|2|13|67|29|5
388|108|116|8|67|27|5
275|102|2|29|67|32|5
485|99|2|67|67|2|5
998|81|85|91|51|14|1 
155|106|25|70|67|10|5
386|115|2|64|46|22|5
311|109|130|52|67|34|4
397|108|2|65|67|32|2
489|114|2|72|67|38|5
615|34|179|45|84|15|5
509|134|183|69|49|11|5
504|95|59|93|67|34|5
101|105|2|9|74|28|4
93|77|167|31|58|31|3
794|137|2|76|67|27|5
981|101|59|54|67|48|1 
2|116|2|21|67|36|5
724|116|130|92|14|22|4
395|180|146|59|99|6|5
823|87|59|82|54|15|5
947|102|26|44|30|1|5
892|125|25|15|67|5|3
403|81|75|28|67|37|5
441|139|10|7|67|22|5
912|108|2|16|66|12|1 
924|115|102|95|67|12|4
679|103|2|33|67|21|5
294|105|2|12|67|36|3
212|103|2|39|67|49|5
364|107|21|10|67|37|5
767|109|42|57|37|17|1 
748|102|29|17|67|13|3
776|121|2|19|67|17|4
144|119|59|67|18|23|5
110|87|2|12|67|50|1 
336|132|185|96|67|41|5
898|107|161|11|59|32|4
734|102|2|97|67|44|4
661|116|25|74|67|35|5
71|73|2|95|24|22|5
494|97|2|20|67|9|2
159|91|162|79|67|37|5
500|94|2|29|67|40|2
781|108|200|50|67|44|5
420|120|130|70|67|2|4
149|103|2|23|67|2|2
300|164|162|68|46|49|2
705|123|2|1|49|2|4
950|98|2|7|67|29|5
242|126|2|44|8|3|5
510|87|47|38|89|4|2
205|119|155|26|88|1|5
756|93|33|91|67|42|5
800|67|2|84|67|1|5
837|109|189|38|67|8|5
856|81|2|25|67|10|4
844|133|74|32|67|32|3
975|7|167|19|63|9|5
436|96|2|18|67|3|5
367|85|2|71|46|8|2
722|125|103|80|42|16|5
730|67|51|24|67|13|5
171|115|2|80|67|18|5
641|111|2|10|67|34|5
42|98|2|32|67|30|5
740|96|73|95|67|8|5
483|31|2|24|59|17|5
197|97|81|13|67|40|2
811|119|59|36|67|25|2
592|116|2|86|67|43|5
983|88|106|21|67|50|3
380|130|157|52|50|24|5
148|81|77|96|6|4|5
599|67|2|75|67|27|5
464|83|2|15|67|10|2
280|85|127|75|67|43|5
746|136|2|61|57|7|2
698|121|185|62|5|8|1 
653|63|60|19|31|39|5
669|124|2|24|46|34|5
986|113|59|19|3|28|5
735|84|65|89|67|1|5
249|114|2|21|67|26|5
742|79|2|7|87|29|4
428|114|51|29|42|15|5
76|70|2|77|67|41|4
660|81|74|60|4|46|2
967|99|2|54|40|46|5
124|84|2|92|67|10|5
787|69|142|2|67|14|2
755|100|174|89|85|37|5
139|115|97|34|67|17|4
810|96|149|88|67|31|5
994|88|59|32|67|23|5
681|82|59|21|67|27|5
301|88|2|2|67|24|5
433|105|2|100|67|6|3
595|111|2|33|67|16|5
194|99|130|29|67|4|5
606|90|2|8|67|15|1 
79|107|170|69|49|13|5
535|141|97|33|38|42|5
919|86|59|21|67|7|5
552|122|2|88|67|21|5
580|65|2|91|48|34|5
408|88|69|23|67|29|4
18|62|76|8|61|38|2
879|96|2|79|13|43|5
290|84|74|30|67|41|1 
907|87|2|79|67|47|4
82|89|2|98|3|44|5
758|62|59|99|67|35|5
744|95|118|58|67|4|1 
743|89|102|81|37|50|5
716|92|56|72|91|39|5
99|114|52|31|67|40|5
69|73|2|60|67|34|5
322|98|2|26|67|47|4
448|4|2|39|67|22|5
819|95|25|1|7|1|5
695|119|2|13|67|18|1 
307|130|25|37|76|16|5
119|95|51|76|67|8|4
27|118|2|25|1|46|5
751|83|25|82|96|27|5
557|94|2|84|67|10|2
816|108|2|34|83|18|4
13|86|2|35|67|7|5
943|30|198|12|67|20|5
808|74|25|2|61|34|5
258|108|2|66|67|33|5
785|113|25|82|29|35|1 
302|102|2|24|67|16|4
195|83|80|41|67|15|5
354|110|88|9|64|5|5
440|136|2|72|67|23|4
955|124|2|54|82|36|4
582|172|56|66|80|42|5
198|107|42|58|67|33|2
903|108|155|89|99|12|5
779|113|191|21|84|21|3
34|118|2|97|67|38|1 
431|65|181|84|3|12|3
691|118|2|5|67|19|5
140|86|2|63|49|27|5
565|85|195|30|67|2|5
180|95|2|56|67|15|5
795|107|2|84|67|18|5
850|110|130|50|67|21|5
6|117|2|92|45|30|5
63|86|2|18|100|11|5
211|94|138|53|87|26|5
719|91|2|20|67|43|5
156|63|59|88|46|36|5
613|95|185|57|67|16|5
763|137|2|5|46|26|5
29|121|47|71|67|30|4
91|98|2|19|67|9|5
731|91|57|17|46|41|5
482|139|174|40|87|24|5
310|131|2|88|30|32|5
304|106|195|97|67|49|1 
644|95|22|73|67|43|5
373|93|130|7|87|16|5
342|143|130|97|49|28|5
377|105|145|78|8|33|5
895|114|2|25|80|29|5
262|97|2|30|3|3|5
43|116|179|54|87|5|5
881|126|50|89|92|12|5
827|117|56|96|67|16|5
324|108|2|79|67|31|5
1000|66|2|41|67|25|5
512|118|2|83|46|2|2
906|93|130|28|99|20|3
202|87|2|22|67|30|5
530|110|182|33|67|11|3
900|117|2|79|95|37|5
809|74|2|86|67|47|4
135|115|25|51|69|20|4
774|109|4|61|67|24|5
488|93|17|75|67|37|2
150|61|185|24|67|40|5
524|117|130|39|67|46|4
9|77|59|40|67|20|5
917|104|2|58|71|39|5
643|138|121|87|67|19|5
882|90|21|100|67|32|5
89|95|2|26|49|3|5
172|63|182|87|34|39|2
706|114|5|5|67|19|5
954|120|47|76|67|39|2
993|133|2|76|67|44|5
712|75|2|95|14|46|1 
138|98|59|3|51|2|5
289|16|2|95|92|2|2
445|81|175|51|61|25|5
432|108|2|72|67|40|3
145|105|159|6|67|40|3
118|113|2|58|67|24|1 
248|83|2|9|23|37|5
848|119|93|12|61|3|4
65|99|2|7|67|33|4
938|62|2|74|67|35|1 
522|94|2|88|55|14|4
629|134|59|13|98|43|2
216|117|59|73|49|43|4
771|90|156|38|67|19|4
185|76|2|18|36|49|3
328|107|2|42|66|20|1 
127|138|2|68|67|13|5
858|81|6|22|76|41|4
841|132|51|57|66|49|5
697|91|2|24|67|41|5
31|94|126|78|67|50|5
654|78|2|81|6|32|2
574|133|197|46|67|28|5
854|89|2|73|62|33|5
876|91|80|40|67|50|1 
508|119|59|56|67|25|5
671|100|130|38|67|33|2
662|112|16|27|67|1|5
985|105|2|5|69|22|3
701|119|2|72|87|13|3
964|72|2|25|67|5|4
723|139|102|90|67|25|5
112|92|185|1|30|33|5
177|99|59|14|3|15|5
636|87|130|33|49|40|1 
491|81|2|21|61|25|5
753|117|22|50|87|1|5
538|100|85|31|53|36|5
375|105|185|37|46|22|5
461|99|59|3|67|4|4
378|116|2|93|12|7|2
266|127|152|61|92|16|3
162|68|155|43|67|45|4
64|71|194|20|49|12|5
233|82|2|46|42|30|5
946|126|2|44|61|47|5
104|73|2|84|67|38|5
544|95|2|3|67|18|4
908|72|187|38|67|11|5
239|110|118|82|30|21|5
659|92|59|65|67|45|5
490|129|119|95|67|38|5
57|95|25|1|78|24|5
940|62|2|90|67|39|5
457|107|2|10|67|7|3
106|61|2|2|67|49|5
435|105|161|92|67|43|4
153|81|2|83|67|46|1 
772|92|59|63|67|14|5
396|81|2|49|67|49|5
273|108|2|10|67|19|3
329|110|174|37|67|7|5
999|140|2|96|91|27|5
133|136|110|83|67|39|3
616|64|2|7|67|43|1 
717|120|60|33|67|15|5
532|121|2|30|67|19|5
268|90|42|16|11|14|4
880|120|2|88|53|8|3
872|115|2|91|67|6|5
240|88|59|96|67|25|5
807|105|9|99|98|1|5
656|104|2|36|67|32|5
456|118|2|53|67|35|3
932|135|2|66|67|23|5
813|96|53|83|84|35|1 
487|67|184|2|6|14|5
921|105|66|79|67|5|4
270|80|2|73|59|37|5
673|98|130|13|67|28|4
688|67|2|23|67|48|5
282|89|2|57|50|5|3
572|92|59|91|63|31|2
689|92|61|75|84|20|3
425|90|23|96|88|1|5
761|108|2|19|41|2|5
526|110|2|23|67|31|5
105|117|40|49|12|30|3
738|108|59|84|61|27|5
188|113|25|97|13|16|5
460|130|2|24|53|14|5
129|82|183|78|67|12|5
934|77|2|75|30|41|5
930|132|2|62|67|28|4
97|111|2|91|67|38|5
585|111|39|32|80|18|3
292|96|123|79|69|16|1 
158|108|191|46|61|3|5
383|86|1|77|67|9|3
973|90|2|77|67|25|5
693|96|2|49|46|31|5
467|110|168|83|61|36|5
16|68|2|28|67|27|5
614|74|76|100|67|50|3
131|101|2|5|67|31|5
355|88|184|20|67|6|2
473|194|100|91|67|1|5
299|109|2|65|67|43|5
683|110|59|23|67|24|5
399|69|12|65|49|41|5
555|131|2|34|67|45|4
702|73|85|42|67|33|3
506|101|59|10|67|28|5
868|124|2|45|67|15|5
894|124|179|63|67|47|5
259|98|51|50|49|37|5
182|76|2|3|67|47|3
547|80|24|92|67|4|5
357|115|2|2|84|15|3
80|106|59|23|22|2|1 
942|104|2|72|67|17|1 
453|91|135|84|80|34|5
303|126|42|45|67|40|4
571|107|54|57|67|4|2
217|99|59|68|89|36|5
50|85|2|100|67|18|5
387|104|59|21|21|20|4
890|102|2|50|67|3|5
384|45|169|28|67|33|4
247|65|2|75|46|29|4
284|119|193|65|100|47|5
8|99|187|85|67|18|5
935|91|103|5|67|50|4
466|89|2|25|61|44|5
7|85|2|83|67|13|5
687|105|166|2|67|16|4
184|114|2|98|8|12|1 
331|32|2|40|56|5|2
272|101|59|25|61|25|5
210|80|51|36|67|4|5
339|135|2|76|67|13|2
887|120|2|62|67|29|5
174|90|185|43|67|49|5
534|119|161|25|87|32|5
404|80|70|77|63|20|5
246|97|2|47|61|50|5
594|98|178|93|67|45|1 
451|123|158|60|67|12|5
426|120|59|52|67|27|5
237|132|2|29|49|17|5
486|104|18|51|67|5|4
563|110|2|99|49|21|1 
83|82|2|72|1|32|5
782|137|128|94|67|37|5
353|111|59|15|98|23|5
711|135|2|97|89|41|5
518|98|185|79|53|36|5
51|123|5|9|61|33|4
554|71|59|86|67|26|3
72|102|2|77|61|20|5
264|90|2|19|15|29|4
991|12|124|73|80|13|5
793|138|97|72|55|11|5
889|77|2|44|67|16|1 
160|65|2|60|12|5|5
306|127|110|15|67|50|4
694|100|199|37|67|19|5
200|120|167|45|46|34|4
454|74|111|47|25|33|4
631|43|2|90|100|7|1 
430|100|2|64|92|6|5
604|91|59|96|54|30|5
657|116|2|41|67|38|4
502|92|185|31|67|40|5
708|168|2|3|22|33|5
611|68|163|85|67|14|5
59|113|5|43|67|3|2
690|95|2|76|67|41|5
658|75|2|89|46|43|5
623|110|77|3|67|10|2
463|97|59|78|67|31|1 
997|89|2|100|88|37|5
209|97|2|86|67|39|5
588|118|119|79|46|15|1 
519|116|2|63|55|19|5
832|107|185|60|6|8|5
915|97|110|18|67|8|5
899|57|118|70|100|30|5
645|108|2|13|67|14|5
630|94|51|29|61|29|5
603|90|95|59|49|37|5
972|107|21|14|27|5|5
647|117|130|66|71|8|5
